Date,Open,High,Low,Close,Adj Close,Volume
2021-03-25,52726.746094,53392.386719,50856.570313,51704.160156,51704.160156,67999812841
2021-03-26,51683.011719,55137.312500,51579.855469,55137.312500,55137.312500,56652197978
2021-03-27,55137.566406,56568.214844,54242.910156,55973.511719,55973.511719,47266542233
2021-03-28,55974.941406,56610.312500,55071.113281,55950.746094,55950.746094,47686580918
2021-03-29,55947.898438,58342.097656,55139.339844,57750.199219,57750.199219,57625587027
2021-03-30,57750.132813,59447.222656,57251.550781,58917.691406,58917.691406,54414116432
2021-03-31,58930.277344,59930.027344,57726.417969,58918.832031,58918.832031,65520826225
2021-04-01,58926.562500,59586.070313,58505.277344,59095.808594,59095.808594,61669163792
2021-04-02,59098.878906,60267.187500,58869.281250,59384.312500,59384.312500,58727860620
2021-04-03,59397.410156,60110.269531,57603.890625,57603.890625,57603.890625,59641344484
2021-04-04,57604.839844,58913.746094,57168.675781,58758.554688,58758.554688,50749662970
2021-04-05,58760.875000,59891.296875,57694.824219,59057.878906,59057.878906,60706272115
2021-04-06,59171.933594,59479.578125,57646.808594,58192.359375,58192.359375,66058027988
2021-04-07,58186.507813,58731.144531,55604.023438,56048.937500,56048.937500,75645303584
2021-04-08,56099.914063,58338.738281,55879.085938,58323.953125,58323.953125,53053855641
2021-04-09,58326.562500,58937.046875,57807.863281,58245.003906,58245.003906,46655208546
2021-04-10,58253.777344,61276.664063,58038.707031,59793.234375,59793.234375,58238470525
2021-04-11,59846.230469,60790.554688,59289.796875,60204.964844,60204.964844,46280252580
2021-04-12,60175.945313,61253.035156,59589.875000,59893.453125,59893.453125,51828688519
2021-04-13,59890.019531,63742.285156,59869.957031,63503.457031,63503.457031,69983454362
2021-04-14,63523.753906,64863.097656,61554.796875,63109.695313,63109.695313,77451779687
2021-04-15,63075.195313,63821.671875,62208.964844,63314.011719,63314.011719,60954381579
2021-04-16,63258.503906,63594.722656,60222.531250,61572.789063,61572.789063,84293007468
2021-04-17,61529.921875,62572.175781,60361.351563,60683.820313,60683.820313,66138759198
2021-04-18,60701.886719,61057.457031,52829.535156,56216.183594,56216.183594,97468872758
2021-04-19,56191.585938,57520.054688,54368.593750,55724.265625,55724.265625,65344865159
2021-04-20,55681.792969,57062.148438,53448.046875,56473.031250,56473.031250,67849323955
2021-04-21,56471.128906,56757.972656,53695.468750,53906.089844,53906.089844,54926612466
2021-04-22,53857.105469,55410.230469,50583.812500,51762.273438,51762.273438,74798630778
2021-04-23,51739.808594,52120.792969,47714.664063,51093.652344,51093.652344,86668667320
2021-04-24,51143.226563,51167.562500,48805.285156,50050.867188,50050.867188,49014494781
2021-04-25,50052.832031,50506.019531,47159.484375,49004.253906,49004.253906,46117114240
2021-04-26,49077.792969,54288.003906,48852.796875,54021.753906,54021.753906,58284039825
2021-04-27,54030.304688,55416.964844,53319.187500,55033.117188,55033.117188,49448222757
2021-04-28,55036.636719,56227.207031,53887.917969,54824.703125,54824.703125,48000572955
2021-04-29,54858.089844,55115.843750,52418.027344,53555.109375,53555.109375,46088929780
2021-04-30,53568.664063,57900.718750,53129.601563,57750.175781,57750.175781,52395931985
2021-05-01,57714.664063,58448.339844,57052.273438,57828.050781,57828.050781,42836427360
2021-05-02,57825.863281,57902.593750,56141.906250,56631.078125,56631.078125,38177405335
2021-05-03,56620.273438,58973.308594,56590.871094,57200.292969,57200.292969,51713139031
2021-05-04,57214.179688,57214.179688,53191.425781,53333.539063,53333.539063,68564706967
2021-05-05,53252.164063,57911.363281,52969.054688,57424.007813,57424.007813,69241316747
2021-05-06,57441.308594,58363.316406,55382.507813,56396.515625,56396.515625,69523285106
2021-05-07,56413.953125,58606.632813,55321.847656,57356.402344,57356.402344,68434023376
2021-05-08,57352.765625,59464.613281,56975.210938,58803.777344,58803.777344,65382980634
2021-05-09,58877.390625,59210.882813,56482.003906,58232.316406,58232.316406,65906690347
2021-05-10,58250.871094,59519.355469,54071.457031,55859.796875,55859.796875,71776546298
2021-05-11,55847.242188,56872.542969,54608.652344,56704.574219,56704.574219,61308396325
2021-05-12,56714.531250,57939.363281,49150.535156,49150.535156,49150.535156,75215403907
2021-05-13,49735.433594,51330.843750,46980.019531,49716.191406,49716.191406,96721152926
2021-05-14,49682.980469,51438.117188,48868.578125,49880.535156,49880.535156,55737497453
2021-05-15,49855.496094,50639.664063,46664.140625,46760.187500,46760.187500,59161047474
2021-05-16,46716.636719,49720.042969,43963.351563,46456.058594,46456.058594,64047871555
2021-05-17,46415.898438,46623.558594,42207.289063,43537.511719,43537.511719,74903638450
2021-05-18,43488.058594,45812.457031,42367.832031,42909.402344,42909.402344,56187365084
2021-05-19,42944.976563,43546.117188,30681.496094,37002.441406,37002.441406,126358098747
2021-05-20,36753.667969,42462.984375,35050.617188,40782.738281,40782.738281,88281943359
2021-05-21,40596.949219,42172.171875,33616.453125,37304.691406,37304.691406,82051616861
2021-05-22,37371.031250,38831.054688,35383.683594,37536.632813,37536.632813,57377273240
2021-05-23,37531.449219,38289.218750,31227.339844,34770.582031,34770.582031,78469274361
2021-05-24,34700.363281,39835.140625,34551.082031,38705.980469,38705.980469,67359584098
2021-05-25,38795.781250,39776.351563,36581.429688,38402.222656,38402.222656,56211915803
2021-05-26,38392.625000,40782.078125,37905.835938,39294.199219,39294.199219,51346735160
2021-05-27,39316.890625,40379.617188,37247.902344,38436.968750,38436.968750,43210968721
2021-05-28,38507.082031,38856.968750,34779.039063,35697.605469,35697.605469,55200191952
2021-05-29,35684.156250,37234.500000,33693.929688,34616.066406,34616.066406,45231013335
2021-05-30,34607.406250,36400.667969,33520.738281,35678.128906,35678.128906,31646080921
2021-05-31,35658.593750,37468.250000,34241.945313,37332.855469,37332.855469,39009847639
